生まれ年,年代,体力年齢,性別,身長,tests
1965.0,50代女性,65~69,女,158.0,上体起こし
1966.0,50代女性,50~54,女,162.0,上体起こし
1967.0,50代女性,40~44,女,154.0,上体起こし
1970.0,50代女性,40~44,女,160.0,上体起こし
1971.0,50代女性,45~49,女,162.0,上体起こし
1971.0,50代女性,45~49,女,160.0,上体起こし
1972.0,50代女性,35~39,女,167.5,上体起こし
1972.0,50代女性,45~49,女,160.0,上体起こし
1972.0,50代女性,50~54,女,157.0,上体起こし
1973.0,40代女性,40~44,女,163.0,上体起こし
1975.0,40代女性,20~24,女,166.0,上体起こし
1980.0,40代女性,65~69,女,166.0,上体起こし
1980.0,40代女性,20~24,女,153.0,上体起こし
1981.0,40代女性,20~24,女,156.0,上体起こし
nan,40代女性,50~54,女,160.0,上体起こし
1983.0,40代女性,25~29,女,nan,上体起こし
1983.0,30代女性,20~24,女,158.0,上体起こし
1984.0,30代女性,30~34,女,162.0,上体起こし
1985.0,30代女性,20~24,女,157.0,上体起こし
1987.0,30代女性,20~24,女,160.0,上体起こし
1988.0,30代女性,20~24,女,159.0,上体起こし
1989.0,30代女性,20~24,女,158.0,上体起こし
1989.0,30代女性,25~29,女,153.0,上体起こし
1989.0,30代女性,55~59,女,154.0,上体起こし
1990.0,30代女性,50~54,女,166.0,上体起こし
1990.0,30代女性,55~59,女,158.5,上体起こし
1990.0,30代女性,25~29,女,158.0,上体起こし
1991.0,30代女性,35~39,女,163.0,上体起こし
1992.0,30代女性,20~24,女,159.0,上体起こし
1992.0,30代女性,20~24,女,155.0,上体起こし
1992.0,30代女性,35~39,女,155.0,上体起こし
1992.0,30代女性,30~34,女,164.0,上体起こし
nan,30代女性,50~54,女,162.0,上体起こし
nan,30代女性,50~54,女,158.0,上体起こし
nan,30代女性,40~44,女,165.0,上体起こし
nan,30代女性,45~49,女,155.0,上体起こし
nan,30代女性,50~54,女,160.0,上体起こし
nan,30代女性,40~44,女,160.0,上体起こし
nan,30代女性,35~39,女,160.0,上体起こし
nan,30代女性,35~39,女,166.0,上体起こし
nan,30代女性,35~39,女,157.0,上体起こし
nan,30代女性,45~49,女,154.0,上体起こし
nan,30代女性,40~44,女,154.0,上体起こし
nan,30代女性,20~24,女,156.5,上体起こし
1993.0,20代女性,25~29,女,170.0,上体起こし
1993.0,20代女性,35~39,女,167.0,上体起こし
1993.0,20代女性,35~39,女,154.0,上体起こし
1994.0,20代女性,30~34,女,156.0,上体起こし
1994.0,20代女性,45~49,女,151.0,上体起こし
1994.0,20代女性,25~29,女,168.0,上体起こし
1995.0,20代女性,35~39,女,166.0,上体起こし
1995.0,20代女性,45~49,女,155.0,上体起こし
1996.0,20代女性,30~34,女,152.6,上体起こし
1997.0,20代女性,30~34,女,156.0,上体起こし
1998.0,20代女性,30~34,女,148.0,上体起こし
1998.0,20代女性,45~49,女,148.0,上体起こし
1999.0,20代女性,25~29,女,199.0,上体起こし
2011.0,10代女性,35~39,女,143.0,上体起こし
2012.0,10代女性,40~44,女,126.0,上体起こし
1969.0,50代男性,40~44,男,170.0,上体そらし
1969.0,50代男性,30~34,男,172.0,上体そらし
1969.0,50代男性,50~54,男,158.0,上体そらし
1969.0,50代男性,35~39,男,168.0,上体そらし
1970.0,50代男性,35~39,男,167.0,上体そらし
1972.0,50代男性,30~34,男,172.0,上体そらし
1974.0,40代男性,20~24,男,170.0,上体そらし
1975.0,40代男性,30~34,男,176.0,上体そらし
1975.0,40代男性,35~39,男,174.0,上体そらし
1979.0,40代男性,25~29,男,172.0,上体そらし
1979.0,40代男性,30~34,男,167.0,上体そらし
1979.0,40代男性,25~29,男,170.0,上体そらし
1979.0,40代男性,40~44,男,168.0,上体そらし
1980.0,40代男性,20~24,男,172.0,上体そらし
1980.0,40代男性,40~44,男,159.0,上体そらし
1981.0,40代男性,55~59,男,172.0,上体そらし
1981.0,40代男性,25~29,男,176.0,上体そらし
1981.0,40代男性,40~44,男,172.0,上体そらし
1982.0,40代男性,25~29,男,174.0,上体そらし
1982.0,40代男性,45~49,男,176.0,上体そらし
1982.0,40代男性,20~24,男,175.0,上体そらし
nan,40代男性,20~24,男,177.0,上体そらし
nan,40代男性,40~44,男,182.0,上体そらし
nan,40代男性,35~39,男,178.0,上体そらし
1983.0,30代男性,35~39,男,174.0,上体そらし
1983.0,30代男性,30~34,男,175.0,上体そらし
1984.0,30代男性,20~24,男,182.0,上体そらし
1985.0,30代男性,20~24,男,180.0,上体そらし
1985.0,30代男性,20~24,男,170.5,上体そらし
1986.0,30代男性,20~24,男,171.0,上体そらし
1986.0,30代男性,20~24,男,175.0,上体そらし
1988.0,30代男性,20~24,男,175.0,上体そらし
1988.0,30代男性,35~39,男,181.0,上体そらし
1988.0,30代男性,30~34,男,174.0,上体そらし
1988.0,30代男性,20~24,男,168.0,上体そらし
1989.0,30代男性,65~69,男,170.0,上体そらし
1990.0,30代男性,55~59,男,174.0,上体そらし
1991.0,30代男性,35~39,男,164.0,上体そらし
1991.0,30代男性,20~24,男,172.0,上体そらし
1991.0,30代男性,20~24,男,176.0,上体そらし
1993.0,20代男性,20~24,男,173.0,上体そらし
1993.0,20代男性,35~39,男,177.0,上体そらし
1994.0,20代男性,20~24,男,175.0,上体そらし
1994.0,20代男性,20~24,男,169.0,上体そらし
1995.0,20代男性,20~24,男,171.0,上体そらし
1995.0,20代男性,20~24,男,171.2,上体そらし
1995.0,20代男性,20~24,男,175.0,上体そらし
1995.0,20代男性,20~24,男,169.0,上体そらし
1996.0,20代男性,20~24,男,172.0,上体そらし
2000.0,20代男性,20~24,男,170.0,上体そらし
2000.0,20代男性,20~24,男,176.0,上体そらし
1965.0,50代女性,65~69,女,158.0,上体そらし
1980.0,40代女性,65~69,女,166.0,上体そらし
1980.0,40代女性,20~24,女,153.0,上体そらし
1981.0,40代女性,20~24,女,156.0,上体そらし
nan,40代女性,50~54,女,160.0,上体そらし
1983.0,30代女性,20~24,女,158.0,上体そらし
1984.0,30代女性,30~34,女,162.0,上体そらし
1985.0,30代女性,20~24,女,157.0,上体そらし
1988.0,30代女性,20~24,女,159.0,上体そらし
1989.0,30代女性,20~24,女,158.0,上体そらし
1989.0,30代女性,25~29,女,153.0,上体そらし
1989.0,30代女性,55~59,女,154.0,上体そらし
1990.0,30代女性,50~54,女,166.0,上体そらし
1990.0,30代女性,55~59,女,158.5,上体そらし
1990.0,30代女性,25~29,女,158.0,上体そらし
1991.0,30代女性,35~39,女,163.0,上体そらし
1992.0,30代女性,20~24,女,159.0,上体そらし
1992.0,30代女性,30~34,女,164.0,上体そらし
nan,30代女性,50~54,女,162.0,上体そらし
nan,30代女性,50~54,女,158.0,上体そらし
nan,30代女性,40~44,女,165.0,上体そらし
nan,30代女性,45~49,女,155.0,上体そらし
nan,30代女性,50~54,女,160.0,上体そらし
nan,30代女性,40~44,女,160.0,上体そらし
nan,30代女性,35~39,女,160.0,上体そらし
nan,30代女性,35~39,女,166.0,上体そらし
nan,30代女性,35~39,女,157.0,上体そらし
nan,30代女性,45~49,女,154.0,上体そらし
nan,30代女性,40~44,女,154.0,上体そらし
nan,30代女性,20~24,女,156.5,上体そらし
1993.0,20代女性,25~29,女,170.0,上体そらし
1993.0,20代女性,35~39,女,167.0,上体そらし
1994.0,20代女性,30~34,女,156.0,上体そらし
1994.0,20代女性,25~29,女,168.0,上体そらし
1995.0,20代女性,35~39,女,166.0,上体そらし
1995.0,20代女性,45~49,女,155.0,上体そらし
1996.0,20代女性,30~34,女,152.6,上体そらし
1997.0,20代女性,30~34,女,156.0,上体そらし
1998.0,20代女性,30~34,女,148.0,上体そらし
1950.0,70代男性,50~54,男,164.0,背筋力
1969.0,50代男性,45~49,男,177.0,背筋力
1969.0,50代男性,40~44,男,170.0,背筋力
1969.0,50代男性,30~34,男,172.0,背筋力
1969.0,50代男性,50~54,男,158.0,背筋力
1969.0,50代男性,35~39,男,168.0,背筋力
1971.0,50代男性,20~24,男,173.0,背筋力
1972.0,50代男性,30~34,男,172.0,背筋力
1974.0,40代男性,40~44,男,180.0,背筋力
1975.0,40代男性,55~59,男,171.0,背筋力
1975.0,40代男性,35~39,男,174.0,背筋力
1977.0,40代男性,40~44,男,181.0,背筋力
1977.0,40代男性,20~24,男,170.0,背筋力
1980.0,40代男性,20~24,男,172.0,背筋力
1980.0,40代男性,40~44,男,159.0,背筋力
1981.0,40代男性,55~59,男,172.0,背筋力
1981.0,40代男性,25~29,男,176.0,背筋力
1981.0,40代男性,40~44,男,172.0,背筋力
1982.0,40代男性,25~29,男,174.0,背筋力
1982.0,40代男性,45~49,男,176.0,背筋力
1982.0,40代男性,20~24,男,175.0,背筋力
nan,40代男性,20~24,男,177.0,背筋力
nan,40代男性,40~44,男,182.0,背筋力
nan,40代男性,35~39,男,178.0,背筋力
1984.0,30代男性,20~24,男,182.0,背筋力
1985.0,30代男性,20~24,男,180.0,背筋力
1985.0,30代男性,20~24,男,170.5,背筋力
1986.0,30代男性,20~24,男,171.0,背筋力
1986.0,30代男性,20~24,男,175.0,背筋力
1988.0,30代男性,20~24,男,175.0,背筋力
1988.0,30代男性,35~39,男,181.0,背筋力
1988.0,30代男性,30~34,男,174.0,背筋力
1988.0,30代男性,20~24,男,168.0,背筋力
1989.0,30代男性,65~69,男,170.0,背筋力
1990.0,30代男性,55~59,男,174.0,背筋力
1991.0,30代男性,35~39,男,164.0,背筋力
1993.0,20代男性,35~39,男,177.0,背筋力
1994.0,20代男性,40~44,男,165.0,背筋力
1994.0,20代男性,30~34,男,185.0,背筋力
1995.0,20代男性,20~24,男,175.0,背筋力
1995.0,20代男性,20~24,男,169.0,背筋力
1996.0,20代男性,20~24,男,172.0,背筋力
2000.0,20代男性,20~24,男,170.0,背筋力
2000.0,20代男性,20~24,男,176.0,背筋力
2005.0,10代男性,40~44,男,166.0,背筋力
1971.0,50代女性,45~49,女,162.0,背筋力
1971.0,50代女性,45~49,女,160.0,背筋力
1972.0,50代女性,45~49,女,160.0,背筋力
1972.0,50代女性,50~54,女,157.0,背筋力
1973.0,40代女性,40~44,女,163.0,背筋力
1980.0,40代女性,65~69,女,166.0,背筋力
1980.0,40代女性,20~24,女,153.0,背筋力
nan,40代女性,50~54,女,160.0,背筋力
1983.0,40代女性,25~29,女,nan,背筋力
1987.0,30代女性,20~24,女,160.0,背筋力
1988.0,30代女性,20~24,女,159.0,背筋力
1989.0,30代女性,20~24,女,158.0,背筋力
1989.0,30代女性,25~29,女,153.0,背筋力
1989.0,30代女性,55~59,女,154.0,背筋力
1990.0,30代女性,50~54,女,166.0,背筋力
1990.0,30代女性,25~29,女,158.0,背筋力
1992.0,30代女性,20~24,女,155.0,背筋力
1992.0,30代女性,35~39,女,155.0,背筋力
1992.0,30代女性,30~34,女,164.0,背筋力
nan,30代女性,50~54,女,162.0,背筋力
nan,30代女性,50~54,女,158.0,背筋力
nan,30代女性,40~44,女,165.0,背筋力
nan,30代女性,45~49,女,155.0,背筋力
nan,30代女性,50~54,女,160.0,背筋力
nan,30代女性,40~44,女,160.0,背筋力
nan,30代女性,35~39,女,160.0,背筋力
nan,30代女性,35~39,女,166.0,背筋力
nan,30代女性,35~39,女,157.0,背筋力
nan,30代女性,45~49,女,154.0,背筋力
nan,30代女性,40~44,女,154.0,背筋力
nan,30代女性,20~24,女,156.5,背筋力
1993.0,20代女性,35~39,女,154.0,背筋力
1994.0,20代女性,45~49,女,151.0,背筋力
1996.0,20代女性,30~34,女,152.6,背筋力
1998.0,20代女性,30~34,女,148.0,背筋力
1998.0,20代女性,45~49,女,148.0,背筋力
1999.0,20代女性,25~29,女,199.0,背筋力
2011.0,10代女性,35~39,女,143.0,背筋力
2012.0,10代女性,40~44,女,126.0,背筋力
1950.0,70代男性,50~54,男,164.0,立ち上がり
1957.0,60代男性,35~39,男,165.0,立ち上がり
1958.0,60代男性,30~34,男,164.0,立ち上がり
1960.0,60代男性,45~49,男,170.0,立ち上がり
1960.0,60代男性,65~69,男,167.0,立ち上がり
1960.0,60代男性,45~49,男,174.0,立ち上がり
1960.0,60代男性,50~54,男,173.0,立ち上がり
1962.0,60代男性,50~54,男,173.0,立ち上がり
1962.0,60代男性,45~49,男,170.0,立ち上がり
1962.0,60代男性,40~44,男,166.0,立ち上がり
1963.0,50代男性,30~34,男,170.0,立ち上がり
1966.0,50代男性,50~54,男,175.0,立ち上がり
1969.0,50代男性,20~24,男,171.5,立ち上がり
1969.0,50代男性,50~54,男,167.0,立ち上がり
1969.0,50代男性,45~49,男,177.0,立ち上がり
1969.0,50代男性,40~44,男,170.0,立ち上がり
1969.0,50代男性,30~34,男,172.0,立ち上がり
1969.0,50代男性,50~54,男,158.0,立ち上がり
1969.0,50代男性,35~39,男,168.0,立ち上がり
1970.0,50代男性,35~39,男,167.0,立ち上がり
1970.0,50代男性,55~59,男,171.0,立ち上がり
1971.0,50代男性,20~24,男,173.0,立ち上がり
1971.0,50代男性,35~39,男,160.0,立ち上がり
1971.0,50代男性,25~29,男,180.0,立ち上がり
1971.0,50代男性,50~54,男,167.0,立ち上がり
1972.0,50代男性,25~29,男,171.0,立ち上がり
1972.0,50代男性,30~34,男,172.0,立ち上がり
1973.0,40代男性,FALSE,男,0.0,立ち上がり
1974.0,40代男性,30~34,男,174.0,立ち上がり
1974.0,40代男性,35~39,男,0.0,立ち上がり
1974.0,40代男性,20~24,男,170.0,立ち上がり
1974.0,40代男性,40~44,男,180.0,立ち上がり
1974.0,40代男性,40~44,男,171.0,立ち上がり
1975.0,40代男性,30~34,男,176.0,立ち上がり
1975.0,40代男性,55~59,男,171.0,立ち上がり
1975.0,40代男性,35~39,男,174.0,立ち上がり
1976.0,40代男性,50~54,男,162.0,立ち上がり
1976.0,40代男性,45~49,男,167.0,立ち上がり
1977.0,40代男性,40~44,男,181.0,立ち上がり
1977.0,40代男性,20~24,男,170.0,立ち上がり
1979.0,40代男性,25~29,男,172.0,立ち上がり
1979.0,40代男性,30~34,男,167.0,立ち上がり
1979.0,40代男性,25~29,男,170.0,立ち上がり
1979.0,40代男性,40~44,男,168.0,立ち上がり
1980.0,40代男性,40~44,男,175.0,立ち上がり
1980.0,40代男性,20~24,男,172.0,立ち上がり
1980.0,40代男性,40~44,男,159.0,立ち上がり
1981.0,40代男性,55~59,男,172.0,立ち上がり
1981.0,40代男性,25~29,男,176.0,立ち上がり
1981.0,40代男性,40~44,男,172.0,立ち上がり
1982.0,40代男性,45~49,男,165.0,立ち上がり
1982.0,40代男性,25~29,男,174.0,立ち上がり
1982.0,40代男性,45~49,男,176.0,立ち上がり
1982.0,40代男性,20~24,男,175.0,立ち上がり
nan,40代男性,20~24,男,177.0,立ち上がり
nan,40代男性,40~44,男,182.0,立ち上がり
nan,40代男性,35~39,男,178.0,立ち上がり
1983.0,30代男性,20~24,男,161.0,立ち上がり
1983.0,30代男性,35~39,男,174.0,立ち上がり
1983.0,30代男性,30~34,男,175.0,立ち上がり
1984.0,30代男性,20~24,男,182.0,立ち上がり
1985.0,30代男性,20~24,男,170.0,立ち上がり
1985.0,30代男性,20~24,男,180.0,立ち上がり
1985.0,30代男性,20~24,男,170.5,立ち上がり
1986.0,30代男性,20~24,男,171.0,立ち上がり
1986.0,30代男性,20~24,男,175.0,立ち上がり
1987.0,30代男性,25~29,男,168.0,立ち上がり
1988.0,30代男性,20~24,男,175.0,立ち上がり
1988.0,30代男性,35~39,男,181.0,立ち上がり
1988.0,30代男性,30~34,男,174.0,立ち上がり
1988.0,30代男性,20~24,男,168.0,立ち上がり
1989.0,30代男性,65~69,男,170.0,立ち上がり
1989.0,30代男性,30~34,男,167.0,立ち上がり
1990.0,30代男性,45~49,男,182.0,立ち上がり
1990.0,30代男性,55~59,男,174.0,立ち上がり
1991.0,30代男性,35~39,男,164.0,立ち上がり
1991.0,30代男性,20~24,男,172.0,立ち上がり
1991.0,30代男性,20~24,男,176.0,立ち上がり
1992.0,30代男性,20~24,男,170.0,立ち上がり
1992.0,30代男性,20~24,男,170.0,立ち上がり
1992.0,30代男性,40~44,男,170.0,立ち上がり
1992.0,30代男性,20~24,男,172.0,立ち上がり
1993.0,20代男性,35~39,男,162.0,立ち上がり
1993.0,20代男性,20~24,男,173.0,立ち上がり
1993.0,20代男性,35~39,男,177.0,立ち上がり
1994.0,20代男性,20~24,男,175.0,立ち上がり
1994.0,20代男性,20~24,男,175.0,立ち上がり
1994.0,20代男性,20~24,男,169.0,立ち上がり
1994.0,20代男性,40~44,男,165.0,立ち上がり
1994.0,20代男性,30~34,男,185.0,立ち上がり
1995.0,20代男性,35~39,男,176.0,立ち上がり
1995.0,20代男性,20~24,男,171.0,立ち上がり
1995.0,20代男性,20~24,男,171.2,立ち上がり
1995.0,20代男性,20~24,男,175.0,立ち上がり
1995.0,20代男性,20~24,男,169.0,立ち上がり
1996.0,20代男性,50~54,男,176.0,立ち上がり
1996.0,20代男性,20~24,男,172.0,立ち上がり
1996.0,20代男性,50~54,男,162.0,立ち上がり
1996.0,20代男性,30~34,男,169.0,立ち上がり
1996.0,20代男性,20~24,男,175.0,立ち上がり
1997.0,20代男性,30~34,男,181.0,立ち上がり
1999.0,20代男性,25~29,男,173.0,立ち上がり
1999.0,20代男性,50~54,男,175.0,立ち上がり
2000.0,20代男性,75~79,男,161.0,立ち上がり
2000.0,20代男性,20~24,男,170.0,立ち上がり
2000.0,20代男性,20~24,男,176.0,立ち上がり
2001.0,20代男性,20~24,男,166.0,立ち上がり
2001.0,20代男性,20~24,男,160.0,立ち上がり
2001.0,20代男性,20~24,男,171.0,立ち上がり
2005.0,10代男性,40~44,男,166.0,立ち上がり
2008.0,10代男性,25~29,男,159.0,立ち上がり
1963.0,50代女性,50~54,女,164.0,立ち上がり
1963.0,50代女性,60~64,女,160.0,立ち上がり
1964.0,50代女性,30~34,女,164.0,立ち上がり
1965.0,50代女性,55~59,女,156.0,立ち上がり
1965.0,50代女性,45~49,女,152.0,立ち上がり
1965.0,50代女性,45~49,女,158.0,立ち上がり
1965.0,50代女性,25~29,女,154.0,立ち上がり
1965.0,50代女性,45~49,女,155.0,立ち上がり
1965.0,50代女性,65~69,女,158.0,立ち上がり
1966.0,50代女性,50~54,女,162.0,立ち上がり
1966.0,50代女性,40~44,女,161.5,立ち上がり
1967.0,50代女性,40~44,女,154.0,立ち上がり
1967.0,50代女性,55~59,女,168.0,立ち上がり
1967.0,50代女性,35~39,女,160.0,立ち上がり
1967.0,50代女性,45~49,女,158.0,立ち上がり
1967.0,50代女性,30~34,女,168.0,立ち上がり
1967.0,50代女性,65~69,女,162.0,立ち上がり
1967.0,50代女性,40~44,女,153.6,立ち上がり
1968.0,50代女性,45~49,女,157.0,立ち上がり
1968.0,50代女性,40~44,女,164.0,立ち上がり
1969.0,50代女性,40~44,女,166.0,立ち上がり
1969.0,50代女性,40~44,女,163.0,立ち上がり
1969.0,50代女性,40~44,女,157.4,立ち上がり
1969.0,50代女性,30~34,女,161.0,立ち上がり
1969.0,50代女性,40~44,女,158.0,立ち上がり
1969.0,50代女性,50~54,女,158.0,立ち上がり
1969.0,50代女性,50~54,女,160.0,立ち上がり
1969.0,50代女性,25~29,女,162.0,立ち上がり
1970.0,50代女性,20~24,女,155.0,立ち上がり
1970.0,50代女性,45~49,女,155.0,立ち上がり
1970.0,50代女性,55~59,女,164.0,立ち上がり
1970.0,50代女性,55~59,女,148.0,立ち上がり
1970.0,50代女性,20~24,女,160.0,立ち上がり
1970.0,50代女性,40~44,女,166.0,立ち上がり
1970.0,50代女性,35~39,女,155.0,立ち上がり
1970.0,50代女性,55~59,女,154.0,立ち上がり
1970.0,50代女性,60~64,女,152.0,立ち上がり
1970.0,50代女性,50~54,女,155.0,立ち上がり
1970.0,50代女性,30~34,女,159.0,立ち上がり
1970.0,50代女性,55~59,女,169.0,立ち上がり
1970.0,50代女性,45~49,女,164.0,立ち上がり
1970.0,50代女性,40~44,女,160.0,立ち上がり
1971.0,50代女性,45~49,女,162.0,立ち上がり
1971.0,50代女性,45~49,女,160.0,立ち上がり
1971.0,50代女性,40~44,女,153.0,立ち上がり
1971.0,50代女性,60~64,女,163.0,立ち上がり
1971.0,50代女性,45~49,女,165.0,立ち上がり
1971.0,50代女性,45~49,女,165.0,立ち上がり
1971.0,50代女性,60~64,女,154.0,立ち上がり
1971.0,50代女性,50~54,女,161.0,立ち上がり
1971.0,50代女性,55~59,女,164.0,立ち上がり
1971.0,50代女性,35~39,女,159.0,立ち上がり
1971.0,50代女性,55~59,女,169.0,立ち上がり
1971.0,50代女性,20~24,女,163.0,立ち上がり
1971.0,50代女性,35~39,女,153.0,立ち上がり
1971.0,50代女性,35~39,女,161.5,立ち上がり
1971.0,50代女性,50~54,女,163.0,立ち上がり
1971.0,50代女性,25~29,女,160.0,立ち上がり
1971.0,50代女性,55~59,女,161.0,立ち上がり
1972.0,50代女性,35~39,女,155.0,立ち上がり
1972.0,50代女性,30~34,女,160.0,立ち上がり
1972.0,50代女性,30~34,女,158.0,立ち上がり
1972.0,50代女性,45~49,女,157.0,立ち上がり
1972.0,50代女性,45~49,女,157.0,立ち上がり
1972.0,50代女性,30~34,女,159.5,立ち上がり
1972.0,50代女性,45~49,女,167.0,立ち上がり
1972.0,50代女性,25~29,女,153.0,立ち上がり
1972.0,50代女性,55~59,女,160.0,立ち上がり
1972.0,50代女性,40~44,女,156.0,立ち上がり
1972.0,50代女性,25~29,女,159.0,立ち上がり
1972.0,50代女性,70~74,女,160.0,立ち上がり
1972.0,50代女性,50~54,女,155.0,立ち上がり
1972.0,50代女性,35~39,女,163.0,立ち上がり
1972.0,50代女性,50~54,女,152.0,立ち上がり
1972.0,50代女性,45~49,女,158.0,立ち上がり
1972.0,50代女性,35~39,女,167.5,立ち上がり
1972.0,50代女性,45~49,女,160.0,立ち上がり
1972.0,50代女性,50~54,女,157.0,立ち上がり
1973.0,40代女性,40~44,女,163.0,立ち上がり
1973.0,40代女性,30~34,女,150.0,立ち上がり
1973.0,40代女性,60~64,女,165.0,立ち上がり
1973.0,40代女性,55~59,女,168.0,立ち上がり
1973.0,40代女性,55~59,女,155.0,立ち上がり
1973.0,40代女性,55~59,女,162.3,立ち上がり
1973.0,40代女性,35~39,女,157.0,立ち上がり
1973.0,40代女性,30~34,女,160.0,立ち上がり
1973.0,40代女性,65~69,女,160.0,立ち上がり
1973.0,40代女性,40~44,女,160.0,立ち上がり
1973.0,40代女性,55~59,女,154.0,立ち上がり
1973.0,40代女性,50~54,女,154.0,立ち上がり
1973.0,40代女性,35~39,女,163.0,立ち上がり
1974.0,40代女性,55~59,女,160.0,立ち上がり
1974.0,40代女性,55~59,女,160.0,立ち上がり
1974.0,40代女性,30~34,女,160.0,立ち上がり
1974.0,40代女性,30~34,女,160.0,立ち上がり
1974.0,40代女性,40~44,女,160.0,立ち上がり
1974.0,40代女性,35~39,女,155.0,立ち上がり
1974.0,40代女性,65~69,女,168.0,立ち上がり
1974.0,40代女性,45~49,女,160.0,立ち上がり
1974.0,40代女性,45~49,女,155.0,立ち上がり
1974.0,40代女性,20~24,女,165.0,立ち上がり
1974.0,40代女性,50~54,女,164.5,立ち上がり
1974.0,40代女性,30~34,女,166.0,立ち上がり
1974.0,40代女性,40~44,女,154.0,立ち上がり
1975.0,40代女性,30~34,女,155.0,立ち上がり
1975.0,40代女性,35~39,女,163.0,立ち上がり
1975.0,40代女性,60~64,女,157.0,立ち上がり
1975.0,40代女性,60~64,女,162.0,立ち上がり
1975.0,40代女性,30~34,女,160.0,立ち上がり
1975.0,40代女性,45~49,女,155.0,立ち上がり
1975.0,40代女性,40~44,女,158.0,立ち上がり
1975.0,40代女性,20~24,女,166.0,立ち上がり
1976.0,40代女性,30~34,女,158.0,立ち上がり
1976.0,40代女性,30~34,女,158.0,立ち上がり
1976.0,40代女性,50~54,女,160.0,立ち上がり
1976.0,40代女性,50~54,女,160.0,立ち上がり
1976.0,40代女性,30~34,女,161.0,立ち上がり
1977.0,40代女性,45~49,女,152.0,立ち上がり
1977.0,40代女性,45~49,女,154.0,立ち上がり
1977.0,40代女性,35~39,女,158.0,立ち上がり
1977.0,40代女性,55~59,女,163.5,立ち上がり
1977.0,40代女性,45~49,女,162.0,立ち上がり
1978.0,40代女性,35~39,女,161.5,立ち上がり
1978.0,40代女性,20~24,女,158.0,立ち上がり
1978.0,40代女性,40~44,女,167.0,立ち上がり
1978.0,40代女性,30~34,女,162.0,立ち上がり
1978.0,40代女性,70~74,女,168.0,立ち上がり
1978.0,40代女性,50~54,女,165.5,立ち上がり
1979.0,40代女性,25~29,女,163.0,立ち上がり
1979.0,40代女性,40~44,女,152.0,立ち上がり
1979.0,40代女性,45~49,女,158.0,立ち上がり
1980.0,40代女性,65~69,女,166.0,立ち上がり
1980.0,40代女性,20~24,女,153.0,立ち上がり
1981.0,40代女性,20~24,女,156.0,立ち上がり
nan,40代女性,50~54,女,160.0,立ち上がり
1982.0,40代女性,45~49,女,163.0,立ち上がり
1983.0,40代女性,25~29,女,nan,立ち上がり
1983.0,30代女性,20~24,女,158.0,立ち上がり
1984.0,30代女性,30~34,女,162.0,立ち上がり
1985.0,30代女性,20~24,女,157.0,立ち上がり
1987.0,30代女性,25~29,女,164.0,立ち上がり
1987.0,30代女性,20~24,女,160.0,立ち上がり
1987.0,30代女性,FALSE,女,157.0,立ち上がり
1988.0,30代女性,35~39,女,168.0,立ち上がり
1988.0,30代女性,20~24,女,159.0,立ち上がり
1989.0,30代女性,20~24,女,158.0,立ち上がり
1989.0,30代女性,25~29,女,153.0,立ち上がり
1989.0,30代女性,55~59,女,154.0,立ち上がり
1990.0,30代女性,50~54,女,166.0,立ち上がり
1990.0,30代女性,55~59,女,158.5,立ち上がり
1990.0,30代女性,25~29,女,158.0,立ち上がり
1991.0,30代女性,35~39,女,163.0,立ち上がり
1992.0,30代女性,20~24,女,159.0,立ち上がり
1992.0,30代女性,20~24,女,155.0,立ち上がり
1992.0,30代女性,35~39,女,155.0,立ち上がり
1992.0,30代女性,30~34,女,164.0,立ち上がり
nan,30代女性,50~54,女,162.0,立ち上がり
nan,30代女性,50~54,女,158.0,立ち上がり
nan,30代女性,40~44,女,165.0,立ち上がり
nan,30代女性,45~49,女,155.0,立ち上がり
nan,30代女性,50~54,女,160.0,立ち上がり
nan,30代女性,40~44,女,160.0,立ち上がり
nan,30代女性,35~39,女,160.0,立ち上がり
nan,30代女性,35~39,女,166.0,立ち上がり
nan,30代女性,35~39,女,157.0,立ち上がり
nan,30代女性,45~49,女,154.0,立ち上がり
nan,30代女性,40~44,女,154.0,立ち上がり
nan,30代女性,20~24,女,156.5,立ち上がり
1993.0,20代女性,25~29,女,170.0,立ち上がり
1993.0,20代女性,35~39,女,167.0,立ち上がり
1993.0,20代女性,35~39,女,154.0,立ち上がり
1994.0,20代女性,30~34,女,156.0,立ち上がり
1994.0,20代女性,20~24,女,nan,立ち上がり
1994.0,20代女性,45~49,女,151.0,立ち上がり
1994.0,20代女性,25~29,女,168.0,立ち上がり
1995.0,20代女性,35~39,女,166.0,立ち上がり
1995.0,20代女性,45~49,女,155.0,立ち上がり
1996.0,20代女性,30~34,女,152.6,立ち上がり
1997.0,20代女性,30~34,女,156.0,立ち上がり
1997.0,20代女性,40~44,女,161.0,立ち上がり
1998.0,20代女性,30~34,女,148.0,立ち上がり
1998.0,20代女性,45~49,女,148.0,立ち上がり
1999.0,20代女性,25~29,女,199.0,立ち上がり
2011.0,10代女性,35~39,女,143.0,立ち上がり
2012.0,10代女性,40~44,女,126.0,立ち上がり
2015.0,nan,45~49,女,120.0,立ち上がり
1950.0,70代男性,50~54,男,164.0,30秒立ち座り
1957.0,60代男性,35~39,男,165.0,30秒立ち座り
1958.0,60代男性,30~34,男,164.0,30秒立ち座り
